  1997 Jan- 6 to Jan-10, 
  2010 Nov-15 to Nov-19,3.79
  2010 Nov-22 to Nov-26,4.02
  2010 Nov-22 to Nov-26,3.93
  2010 Nov-22 to Nov-26,3.82
  2010 Nov-22 to Nov-26,
  2010 Nov-22 to Nov-26,3.82
  2010 Nov-29 to Dec- 3,4.12
  2010 Nov-29 to Dec- 3,4.16
  2010 Nov-29 to Dec- 3,4.21
  2010 Nov-29 to Dec- 3,4.28
  2010 Nov-29 to Dec- 3,4.23
  2010 Dec- 6 to Dec-10,4.47
  2010 Dec- 6 to Dec-10,4.48
  2010 Dec- 6 to Dec-10,4.47
  2010 Dec- 6 to Dec-10,4.52
  2010 Dec- 6 to Dec-10,4.37
  2010 Dec-13 to Dec-17,4.55
  2010 Dec-13 to Dec-17,4.35
  2010 Dec-13 to Dec-17,4.22
  2010 Dec-13 to Dec-17,4.19
  2010 Dec-13 to Dec-17,3.99
  2010 Dec-20 to Dec-24,4.10
  2010 Dec-20 to Dec-24,4.17
  2010 Dec-20 to Dec-24,4.01
  2010 Dec-20 to Dec-24,4.08
  2010 Dec-20 to Dec-24,
  2010 Dec-27 to Dec-31,4.05
  2010 Dec-27 to Dec-31,4.10
  2010 Dec-27 to Dec-31,4.19
  2010 Dec-27 to Dec-31,4.22
  2010 Dec-27 to Dec-31,4.22
  2011 Jan- 3 to Jan- 7,4.54
  2011 Jan- 3 to Jan- 7,4.61
  2011 Jan- 3 to Jan- 7,4.52
  2011 Jan- 3 to Jan- 7,4.49
  2011 Jan- 3 to Jan- 7,4.42
  2011 Jan-10 to Jan-14,4.49
  2011 Jan-10 to Jan-14,4.42
  2011 Jan-10 to Jan-14,4.55
  2011 Jan-10 to Jan-14,4.48
  2011 Jan-10 to Jan-14,4.38
  2011 Jan-17 to Jan-21,
  2011 Jan-17 to Jan-21,4.52
  2011 Jan-17 to Jan-21,4.48
  2011 Jan-17 to Jan-21,4.57
  2011 Jan-17 to Jan-21,4.72
  2011 Jan-24 to Jan-28,4.72
  2011 Jan-24 to Jan-28,4.46
  2011 Jan-24 to Jan-28,4.40
  2011 Jan-24 to Jan-28,4.41
  2011 Jan-24 to Jan-28,4.27
  2011 Jan-31 to Feb- 4,4.42
  2011 Jan-31 to Feb- 4,4.42
  2011 Jan-31 to Feb- 4,4.55
  2011 Jan-31 to Feb- 4,4.69
  2011 Jan-31 to Feb- 4,4.48
  2011 Feb- 7 to Feb-11,4.32
  2011 Feb- 7 to Feb-11,4.24
  2011 Feb- 7 to Feb-11,4.22
  2011 Feb- 7 to Feb-11,4.11
  2011 Feb- 7 to Feb-11,3.96
  2011 Feb-14 to Feb-18,3.89
  2011 Feb-14 to Feb-18,3.92
  2011 Feb-14 to Feb-18,3.93
  2011 Feb-14 to Feb-18,3.90
  2011 Feb-14 to Feb-18,3.84
  2011 Feb-21 to Feb-25,
  2011 Feb-21 to Feb-25,3.89
  2011 Feb-21 to Feb-25,3.83
  2011 Feb-21 to Feb-25,3.83
  2011 Feb-21 to Feb-25,3.81
  2011 Feb-28 to Mar- 4,3.93
  2011 Feb-28 to Mar- 4,3.93
  2011 Feb-28 to Mar- 4,3.79
  2011 Feb-28 to Mar- 4,3.75
  2011 Feb-28 to Mar- 4,3.70
  2011 Mar- 7 to Mar-11,3.73
  2011 Mar- 7 to Mar-11,3.83
  2011 Mar- 7 to Mar-11,3.81
  2011 Mar- 7 to Mar-11,3.87
  2011 Mar- 7 to Mar-11,3.78
  2011 Mar-14 to Mar-18,3.90
  2011 Mar-14 to Mar-18,3.81
  2011 Mar-14 to Mar-18,3.86
  2011 Mar-14 to Mar-18,3.85
  2011 Mar-14 to Mar-18,3.98
  2011 Mar-21 to Mar-25,3.99
  2011 Mar-21 to Mar-25,4.05
  2011 Mar-21 to Mar-25,4.18
  2011 Mar-21 to Mar-25,4.27
  2011 Mar-21 to Mar-25,4.13
  2011 Mar-28 to Apr- 1,4.35
  2011 Mar-28 to Apr- 1,4.27
  2011 Mar-28 to Apr- 1,4.25
  2011 Mar-28 to Apr- 1,4.32
  2011 Mar-28 to Apr- 1,4.32
  2011 Apr- 4 to Apr- 8,4.21
  2011 Apr- 4 to Apr- 8,4.22
  2011 Apr- 4 to Apr- 8,4.17
  2011 Apr- 4 to Apr- 8,4.12
  2011 Apr- 4 to Apr- 8,4.05
  2011 Apr-11 to Apr-15,4.05
  2011 Apr-11 to Apr-15,4.08
  2011 Apr-11 to Apr-15,4.14
  2011 Apr-11 to Apr-15,4.12
  2011 Apr-11 to Apr-15,4.21
  2011 Apr-18 to Apr-22,4.23
  2011 Apr-18 to Apr-22,4.19
  2011 Apr-18 to Apr-22,4.33
  2011 Apr-18 to Apr-22,4.33
  2011 Apr-18 to Apr-22,
  2011 Apr-25 to Apr-29,4.37
  2011 Apr-25 to Apr-29,4.32
  2011 Apr-25 to Apr-29,4.35
  2011 Apr-25 to Apr-29,4.38
  2011 Apr-25 to Apr-29,4.51
  2011 May- 2 to May- 6,4.60
  2011 May- 2 to May- 6,4.60
  2011 May- 2 to May- 6,4.59
  2011 May- 2 to May- 6,4.49
  2011 May- 2 to May- 6,4.24
  2011 May- 9 to May-13,4.28
  2011 May- 9 to May-13,4.19
  2011 May- 9 to May-13,4.23
  2011 May- 9 to May-13,4.10
  2011 May- 9 to May-13,4.09
  2011 May-16 to May-20,4.21
  2011 May-16 to May-20,4.25
  2011 May-16 to May-20,4.15
  2011 May-16 to May-20,4.10
  2011 May-16 to May-20,4.05
  2011 May-23 to May-27,4.27
  2011 May-23 to May-27,4.37
  2011 May-23 to May-27,4.36
  2011 May-23 to May-27,4.37
  2011 May-23 to May-27,4.36
  2011 May-30 to Jun- 3,
  2011 May-30 to Jun- 3,4.63
  2011 May-30 to Jun- 3,4.62
  2011 May-30 to Jun- 3,4.64
  2011 May-30 to Jun- 3,4.72
  2011 Jun- 6 to Jun-10,4.83
  2011 Jun- 6 to Jun-10,4.83
  2011 Jun- 6 to Jun-10,4.83
  2011 Jun- 6 to Jun-10,4.92
  2011 Jun- 6 to Jun-10,4.72
  2011 Jun-13 to Jun-17,4.75
  2011 Jun-13 to Jun-17,4.59
  2011 Jun-13 to Jun-17,4.53
  2011 Jun-13 to Jun-17,4.54
  2011 Jun-13 to Jun-17,4.39
  2011 Jun-20 to Jun-24,4.33
  2011 Jun-20 to Jun-24,4.37
  2011 Jun-20 to Jun-24,4.42
  2011 Jun-20 to Jun-24,4.31
  2011 Jun-20 to Jun-24,4.20
  2011 Jun-27 to Jul- 1,4.25
  2011 Jun-27 to Jul- 1,4.34
  2011 Jun-27 to Jul- 1,4.40
  2011 Jun-27 to Jul- 1,4.28
  2011 Jun-27 to Jul- 1,4.33
  2011 Jul- 4 to Jul- 8,
  2011 Jul- 4 to Jul- 8,4.40
  2011 Jul- 4 to Jul- 8,4.34
  2011 Jul- 4 to Jul- 8,4.25
  2011 Jul- 4 to Jul- 8,4.19
  2011 Jul-11 to Jul-15,4.35
  2011 Jul-11 to Jul-15,4.38
  2011 Jul-11 to Jul-15,4.43
  2011 Jul-11 to Jul-15,4.42
  2011 Jul-11 to Jul-15,4.49
  2011 Jul-18 to Jul-22,4.60
  2011 Jul-18 to Jul-22,4.60
  2011 Jul-18 to Jul-22,4.64
  2011 Jul-18 to Jul-22,4.58
  2011 Jul-18 to Jul-22,4.46
  2011 Jul-25 to Jul-29,4.45
  2011 Jul-25 to Jul-29,4.43
  2011 Jul-25 to Jul-29,4.46
  2011 Jul-25 to Jul-29,4.41
  2011 Jul-25 to Jul-29,4.26
  2011 Aug- 1 to Aug- 5,4.29
  2011 Aug- 1 to Aug- 5,4.30
  2011 Aug- 1 to Aug- 5,4.26
  2011 Aug- 1 to Aug- 5,4.20
  2011 Aug- 1 to Aug- 5,4.00
  2011 Aug- 8 to Aug-12,4.00
  2011 Aug- 8 to Aug-12,4.06
  2011 Aug- 8 to Aug-12,4.09
  2011 Aug- 8 to Aug-12,4.06
  2011 Aug- 8 to Aug-12,4.17
  2011 Aug-15 to Aug-19,4.05
  2011 Aug-15 to Aug-19,4.03
  2011 Aug-15 to Aug-19,3.98
  2011 Aug-15 to Aug-19,3.98
  2011 Aug-15 to Aug-19,3.99
  2011 Aug-22 to Aug-26,3.97
  2011 Aug-22 to Aug-26,4.01
  2011 Aug-22 to Aug-26,4.10
  2011 Aug-22 to Aug-26,4.01
  2011 Aug-22 to Aug-26,3.96
  2011 Aug-29 to Sep- 2,3.93
  2011 Aug-29 to Sep- 2,3.85
  2011 Aug-29 to Sep- 2,3.97
  2011 Aug-29 to Sep- 2,4.18
  2011 Aug-29 to Sep- 2,4.12
  2011 Sep- 5 to Sep- 9,
  2011 Sep- 5 to Sep- 9,3.93
  2011 Sep- 5 to Sep- 9,3.96
  2011 Sep- 5 to Sep- 9,3.99
  2011 Sep- 5 to Sep- 9,3.96
  2011 Sep-12 to Sep-16,3.92
  2011 Sep-12 to Sep-16,3.96
  2011 Sep-12 to Sep-16,4.01
  2011 Sep-12 to Sep-16,4.04
  2011 Sep-12 to Sep-16,3.84
  2011 Sep-19 to Sep-23,3.78
  2011 Sep-19 to Sep-23,3.84
  2011 Sep-19 to Sep-23,3.78
  2011 Sep-19 to Sep-23,3.72
  2011 Sep-19 to Sep-23,3.74
  2011 Sep-26 to Sep-30,3.80
  2011 Sep-26 to Sep-30,3.92
  2011 Sep-26 to Sep-30,3.88
  2011 Sep-26 to Sep-30,3.77
  2011 Sep-26 to Sep-30,3.68
  2011 Oct- 3 to Oct- 7,3.57
  2011 Oct- 3 to Oct- 7,3.56
  2011 Oct- 3 to Oct- 7,3.63
  2011 Oct- 3 to Oct- 7,3.49
  2011 Oct- 3 to Oct- 7,3.40
  2011 Oct-10 to Oct-14,3.41
  2011 Oct-10 to Oct-14,3.52
  2011 Oct-10 to Oct-14,3.54
  2011 Oct-10 to Oct-14,3.42
  2011 Oct-10 to Oct-14,3.49
  2011 Oct-17 to Oct-21,3.72
  2011 Oct-17 to Oct-21,3.63
  2011 Oct-17 to Oct-21,3.59
  2011 Oct-17 to Oct-21,3.61
  2011 Oct-17 to Oct-21,3.54
  2011 Oct-24 to Oct-28,3.61
  2011 Oct-24 to Oct-28,3.62
  2011 Oct-24 to Oct-28,3.65
  2011 Oct-24 to Oct-28,3.59
  2011 Oct-24 to Oct-28,3.63
  2011 Oct-31 to Nov- 4,3.66
  2011 Oct-31 to Nov- 4,3.49
  2011 Oct-31 to Nov- 4,3.39
  2011 Oct-31 to Nov- 4,3.39
  2011 Oct-31 to Nov- 4,3.44
  2011 Nov- 7 to Nov-11,3.35
  2011 Nov- 7 to Nov-11,3.42
  2011 Nov- 7 to Nov-11,3.55
  2011 Nov- 7 to Nov-11,3.48
  2011 Nov- 7 to Nov-11,3.29
  2011 Nov-14 to Nov-18,3.17
  2011 Nov-14 to Nov-18,3.12
  2011 Nov-14 to Nov-18,3.11
  2011 Nov-14 to Nov-18,3.11
  2011 Nov-14 to Nov-18,3.01
  2011 Nov-21 to Nov-25,2.94
  2011 Nov-21 to Nov-25,3.06
  2011 Nov-21 to Nov-25,2.84
  2011 Nov-21 to Nov-25,
  2011 Nov-21 to Nov-25,2.84
  2011 Nov-28 to Dec- 2,3.09
  2011 Nov-28 to Dec- 2,3.39
  2011 Nov-28 to Dec- 2,3.53
  2011 Nov-28 to Dec- 2,3.49
  2011 Nov-28 to Dec- 2,3.35
  2011 Dec- 5 to Dec- 9,3.38
  2011 Dec- 5 to Dec- 9,3.43
  2011 Dec- 5 to Dec- 9,3.45
  2011 Dec- 5 to Dec- 9,3.42
  2011 Dec- 5 to Dec- 9,3.29
  2011 Dec-12 to Dec-16,3.13
  2011 Dec-12 to Dec-16,3.12
  2011 Dec-12 to Dec-16,3.08
  2011 Dec-12 to Dec-16,3.05
  2011 Dec-12 to Dec-16,3.01
  2011 Dec-19 to Dec-23,3.03
  2011 Dec-19 to Dec-23,3.06
  2011 Dec-19 to Dec-23,3.05
  2011 Dec-19 to Dec-23,3.08
  2011 Dec-19 to Dec-23,2.97
  2011 Dec-26 to Dec-30,
  2011 Dec-26 to Dec-30,3.09
  2011 Dec-26 to Dec-30,3.07
  2011 Dec-26 to Dec-30,3.03
  2011 Dec-26 to Dec-30,2.98
  2012 Jan- 2 to Jan- 6,
  2012 Jan- 2 to Jan- 6,2.97
  2012 Jan- 2 to Jan- 6,2.96
  2012 Jan- 2 to Jan- 6,2.91
  2012 Jan- 2 to Jan- 6,2.85
  2012 Jan- 9 to Jan-13,2.89
  2012 Jan- 9 to Jan-13,2.97
  2012 Jan- 9 to Jan-13,2.81
  2012 Jan- 9 to Jan-13,2.70
  2012 Jan- 9 to Jan-13,2.67
  2012 Jan-16 to Jan-20,
  2012 Jan-16 to Jan-20,2.51
  2012 Jan-16 to Jan-20,2.49
  2012 Jan-16 to Jan-20,2.36
  2012 Jan-16 to Jan-20,2.23
  2012 Jan-23 to Jan-27,2.39
  2012 Jan-23 to Jan-27,2.60
  2012 Jan-23 to Jan-27,2.61
  2012 Jan-23 to Jan-27,2.68
  2012 Jan-23 to Jan-27,2.59
  2012 Jan-30 to Feb- 3,2.71
  2012 Jan-30 to Feb- 3,2.51
  2012 Jan-30 to Feb- 3,2.32
  2012 Jan-30 to Feb- 3,2.30
  2012 Jan-30 to Feb- 3,2.40
  2012 Feb- 6 to Feb-10,2.46
  2012 Feb- 6 to Feb-10,2.60
  2012 Feb- 6 to Feb-10,2.48
  2012 Feb- 6 to Feb-10,2.50
  2012 Feb- 6 to Feb-10,2.51
  2012 Feb-13 to Feb-17,2.42
  2012 Feb-13 to Feb-17,2.48
  2012 Feb-13 to Feb-17,2.54
  2012 Feb-13 to Feb-17,2.47
  2012 Feb-13 to Feb-17,2.67
  2012 Feb-20 to Feb-24,
  2012 Feb-20 to Feb-24,2.63
  2012 Feb-20 to Feb-24,2.60
  2012 Feb-20 to Feb-24,2.68
  2012 Feb-20 to Feb-24,2.60
  2012 Feb-27 to Mar- 2,2.55
  2012 Feb-27 to Mar- 2,2.44
  2012 Feb-27 to Mar- 2,2.44
  2012 Feb-27 to Mar- 2,2.45
  2012 Feb-27 to Mar- 2,2.38
  2012 Mar- 5 to Mar- 9,2.31
  2012 Mar- 5 to Mar- 9,2.30
  2012 Mar- 5 to Mar- 9,2.24
  2012 Mar- 5 to Mar- 9,2.24
  2012 Mar- 5 to Mar- 9,2.21
  2012 Mar-12 to Mar-16,2.17
  2012 Mar-12 to Mar-16,2.15
  2012 Mar-12 to Mar-16,2.13
  2012 Mar-12 to Mar-16,2.07
  2012 Mar-12 to Mar-16,2.01
  2012 Mar-19 to Mar-23,2.14
  2012 Mar-19 to Mar-23,2.19
  2012 Mar-19 to Mar-23,2.21
  2012 Mar-19 to Mar-23,2.19
  2012 Mar-19 to Mar-23,2.07
  2012 Mar-26 to Mar-30,2.16
  2012 Mar-26 to Mar-30,2.09
  2012 Mar-26 to Mar-30,2.05
  2012 Mar-26 to Mar-30,2.02
  2012 Mar-26 to Mar-30,2.00
  2012 Apr- 2 to Apr- 6,1.88
  2012 Apr- 2 to Apr- 6,1.94
  2012 Apr- 2 to Apr- 6,2.06
  2012 Apr- 2 to Apr- 6,1.98
  2012 Apr- 2 to Apr- 6,
  2012 Apr- 9 to Apr-13,1.99
  2012 Apr- 9 to Apr-13,1.99
  2012 Apr- 9 to Apr-13,1.91
  2012 Apr- 9 to Apr-13,1.87
  2012 Apr- 9 to Apr-13,1.87
  2012 Apr-16 to Apr-20,1.88
  2012 Apr-16 to Apr-20,1.89
  2012 Apr-16 to Apr-20,1.87
  2012 Apr-16 to Apr-20,1.85
  2012 Apr-16 to Apr-20,1.82
  2012 Apr-23 to Apr-27,1.89
  2012 Apr-23 to Apr-27,1.97
  2012 Apr-23 to Apr-27,1.99
  2012 Apr-23 to Apr-27,2.10
  2012 Apr-23 to Apr-27,2.05
  2012 Apr-30 to May- 4,2.10
  2012 Apr-30 to May- 4,2.29
  2012 Apr-30 to May- 4,2.31
  2012 Apr-30 to May- 4,2.29
  2012 Apr-30 to May- 4,2.30
  2012 May- 7 to May-11,2.30
  2012 May- 7 to May-11,2.27
  2012 May- 7 to May-11,2.36
  2012 May- 7 to May-11,2.36
  2012 May- 7 to May-11,2.37
  2012 May-14 to May-18,2.41
  2012 May-14 to May-18,2.38
  2012 May-14 to May-18,2.50
  2012 May-14 to May-18,2.60
  2012 May-14 to May-18,2.56
  2012 May-21 to May-25,2.60
  2012 May-21 to May-25,2.55
  2012 May-21 to May-25,2.60
  2012 May-21 to May-25,2.66
  2012 May-21 to May-25,2.56
  2012 May-28 to Jun- 1,
  2012 May-28 to Jun- 1,2.50
  2012 May-28 to Jun- 1,2.39
  2012 May-28 to Jun- 1,2.34
  2012 May-28 to Jun- 1,2.24
  2012 Jun- 4 to Jun- 8,2.32
  2012 Jun- 4 to Jun- 8,2.39
  2012 Jun- 4 to Jun- 8,2.41
  2012 Jun- 4 to Jun- 8,2.33
  2012 Jun- 4 to Jun- 8,2.22
  2012 Jun-11 to Jun-15,2.22
  2012 Jun-11 to Jun-15,2.17
  2012 Jun-11 to Jun-15,2.18
  2012 Jun-11 to Jun-15,2.20
  2012 Jun-11 to Jun-15,2.44
  2012 Jun-18 to Jun-22,2.45
  2012 Jun-18 to Jun-22,2.59
  2012 Jun-18 to Jun-22,2.60
  2012 Jun-18 to Jun-22,2.48
  2012 Jun-18 to Jun-22,2.50
  2012 Jun-25 to Jun-29,2.70
  2012 Jun-25 to Jun-29,2.70
  2012 Jun-25 to Jun-29,2.87
  2012 Jun-25 to Jun-29,2.81
  2012 Jun-25 to Jun-29,2.74
  2012 Jul- 2 to Jul- 6,2.73
  2012 Jul- 2 to Jul- 6,2.78
  2012 Jul- 2 to Jul- 6,
  2012 Jul- 2 to Jul- 6,2.90
  2012 Jul- 2 to Jul- 6,2.94
  2012 Jul- 9 to Jul-13,2.79
  2012 Jul- 9 to Jul-13,2.87
  2012 Jul- 9 to Jul-13,2.72
  2012 Jul- 9 to Jul-13,2.83
  2012 Jul- 9 to Jul-13,2.88
  2012 Jul-16 to Jul-20,2.92
  2012 Jul-16 to Jul-20,2.83
  2012 Jul-16 to Jul-20,2.84
  2012 Jul-16 to Jul-20,2.99
  2012 Jul-16 to Jul-20,3.03
  2012 Jul-23 to Jul-27,3.05
  2012 Jul-23 to Jul-27,3.16
  2012 Jul-23 to Jul-27,3.19
  2012 Jul-23 to Jul-27,3.13
  2012 Jul-23 to Jul-27,3.10
  2012 Jul-30 to Aug- 3,3.14
  2012 Jul-30 to Aug- 3,3.20
  2012 Jul-30 to Aug- 3,3.20
  2012 Jul-30 to Aug- 3,3.16
  2012 Jul-30 to Aug- 3,2.91
  2012 Aug- 6 to Aug-10,2.90
  2012 Aug- 6 to Aug-10,2.99
  2012 Aug- 6 to Aug-10,2.97
  2012 Aug- 6 to Aug-10,2.89
  2012 Aug- 6 to Aug-10,2.84
  2012 Aug-13 to Aug-17,2.77
  2012 Aug-13 to Aug-17,2.79
  2012 Aug-13 to Aug-17,2.82
  2012 Aug-13 to Aug-17,2.78
  2012 Aug-13 to Aug-17,2.70
  2012 Aug-20 to Aug-24,2.75
  2012 Aug-20 to Aug-24,2.80
  2012 Aug-20 to Aug-24,2.80
  2012 Aug-20 to Aug-24,2.81
  2012 Aug-20 to Aug-24,2.81
  2012 Aug-27 to Aug-31,2.80
  2012 Aug-27 to Aug-31,2.71
  2012 Aug-27 to Aug-31,2.64
  2012 Aug-27 to Aug-31,2.72
  2012 Aug-27 to Aug-31,2.72
  2012 Sep- 3 to Sep- 7,
  2012 Sep- 3 to Sep- 7,2.81
  2012 Sep- 3 to Sep- 7,2.87
  2012 Sep- 3 to Sep- 7,2.85
  2012 Sep- 3 to Sep- 7,2.73
  2012 Sep-10 to Sep-14,2.66
  2012 Sep-10 to Sep-14,2.82
  2012 Sep-10 to Sep-14,2.96
  2012 Sep-10 to Sep-14,3.01
  2012 Sep-10 to Sep-14,2.94
  2012 Sep-17 to Sep-21,2.83
  2012 Sep-17 to Sep-21,2.74
  2012 Sep-17 to Sep-21,2.70
  2012 Sep-17 to Sep-21,2.76
  2012 Sep-17 to Sep-21,2.76
  2012 Sep-24 to Sep-28,2.82
  2012 Sep-24 to Sep-28,2.84
  2012 Sep-24 to Sep-28,2.92
  2012 Sep-24 to Sep-28,3.01
  2012 Sep-24 to Sep-28,3.08
  2012 Oct- 1 to Oct- 5,3.19
  2012 Oct- 1 to Oct- 5,3.21
  2012 Oct- 1 to Oct- 5,3.21
  2012 Oct- 1 to Oct- 5,3.23
  2012 Oct- 1 to Oct- 5,3.26
  2012 Oct- 8 to Oct-12,3.18
  2012 Oct- 8 to Oct-12,3.18
  2012 Oct- 8 to Oct-12,3.26
  2012 Oct- 8 to Oct-12,3.28
  2012 Oct- 8 to Oct-12,3.38
  2012 Oct-15 to Oct-19,3.35
  2012 Oct-15 to Oct-19,3.27
  2012 Oct-15 to Oct-19,3.24
  2012 Oct-15 to Oct-19,3.28
  2012 Oct-15 to Oct-19,3.43
  2012 Oct-22 to Oct-26,3.49
  2012 Oct-22 to Oct-26,3.34
  2012 Oct-22 to Oct-26,3.43
  2012 Oct-22 to Oct-26,3.39
  2012 Oct-22 to Oct-26,3.38
  2012 Oct-29 to Nov- 2,3.40
  2012 Oct-29 to Nov- 2,3.42
  2012 Oct-29 to Nov- 2,3.50
  2012 Oct-29 to Nov- 2,3.50
  2012 Oct-29 to Nov- 2,3.40
  2012 Nov- 5 to Nov- 9,3.34
  2012 Nov- 5 to Nov- 9,3.41
  2012 Nov- 5 to Nov- 9,3.47
  2012 Nov- 5 to Nov- 9,3.45
  2012 Nov- 5 to Nov- 9,3.33
  2012 Nov-12 to Nov-16,3.40
  2012 Nov-12 to Nov-16,3.57
  2012 Nov-12 to Nov-16,3.66
  2012 Nov-12 to Nov-16,3.63
  2012 Nov-12 to Nov-16,3.46
  2012 Nov-19 to Nov-23,3.63
  2012 Nov-19 to Nov-23,3.62
  2012 Nov-19 to Nov-23,3.59
  2012 Nov-19 to Nov-23,
  2012 Nov-19 to Nov-23,3.59
  2012 Nov-26 to Nov-30,3.75
  2012 Nov-26 to Nov-30,3.77
  2012 Nov-26 to Nov-30,3.71
  2012 Nov-26 to Nov-30,3.61
  2012 Nov-26 to Nov-30,3.46
  2012 Dec- 3 to Dec- 7,3.44
  2012 Dec- 3 to Dec- 7,3.38
  2012 Dec- 3 to Dec- 7,3.41
  2012 Dec- 3 to Dec- 7,3.48
  2012 Dec- 3 to Dec- 7,3.33
  2012 Dec-10 to Dec-14,3.35
  2012 Dec-10 to Dec-14,3.39
  2012 Dec-10 to Dec-14,3.33
  2012 Dec-10 to Dec-14,3.27
  2012 Dec-10 to Dec-14,3.15
  2012 Dec-17 to Dec-21,3.20
  2012 Dec-17 to Dec-21,3.29
  2012 Dec-17 to Dec-21,3.25
  2012 Dec-17 to Dec-21,3.35
  2012 Dec-17 to Dec-21,3.42
  2012 Dec-24 to Dec-28,3.30
  2012 Dec-24 to Dec-28,
  2012 Dec-24 to Dec-28,3.35
  2012 Dec-24 to Dec-28,3.31
  2012 Dec-24 to Dec-28,3.40
  2012 Dec-31 to Jan- 4,3.43
  2012 Dec-31 to Jan- 4,
  2012 Dec-31 to Jan- 4,3.30
  2012 Dec-31 to Jan- 4,3.19
  2012 Dec-31 to Jan- 4,3.20
  2013 Jan- 7 to Jan-11,3.30
  2013 Jan- 7 to Jan-11,3.21
  2013 Jan- 7 to Jan-11,3.14
  2013 Jan- 7 to Jan-11,3.08
  2013 Jan- 7 to Jan-11,3.18
  2013 Jan-14 to Jan-18,3.39
  2013 Jan-14 to Jan-18,3.40
  2013 Jan-14 to Jan-18,3.43
  2013 Jan-14 to Jan-18,3.44
  2013 Jan-14 to Jan-18,3.54
  2013 Jan-21 to Jan-25,
  2013 Jan-21 to Jan-25,3.63
  2013 Jan-21 to Jan-25,3.53
  2013 Jan-21 to Jan-25,3.56
  2013 Jan-21 to Jan-25,3.42
  2013 Jan-28 to Feb- 1,3.25
  2013 Jan-28 to Feb- 1,3.14
  2013 Jan-28 to Feb- 1,3.24
  2013 Jan-28 to Feb- 1,3.33
  2013 Jan-28 to Feb- 1,3.34
  2013 Feb- 4 to Feb- 8,3.27
  2013 Feb- 4 to Feb- 8,3.34
  2013 Feb- 4 to Feb- 8,3.41
  2013 Feb- 4 to Feb- 8,3.39
  2013 Feb- 4 to Feb- 8,3.26
  2013 Feb-11 to Feb-15,3.20
  2013 Feb-11 to Feb-15,3.30
  2013 Feb-11 to Feb-15,3.29
  2013 Feb-11 to Feb-15,3.30
  2013 Feb-11 to Feb-15,3.19
  2013 Feb-18 to Feb-22,
  2013 Feb-18 to Feb-22,3.23
  2013 Feb-18 to Feb-22,3.34
  2013 Feb-18 to Feb-22,3.29
  2013 Feb-18 to Feb-22,3.27
  2013 Feb-25 to Mar- 1,3.42
  2013 Feb-25 to Mar- 1,3.46
  2013 Feb-25 to Mar- 1,3.49
  2013 Feb-25 to Mar- 1,3.48
  2013 Feb-25 to Mar- 1,3.54
  2013 Mar- 4 to Mar- 8,3.53
  2013 Mar- 4 to Mar- 8,3.63
  2013 Mar- 4 to Mar- 8,3.57
  2013 Mar- 4 to Mar- 8,3.54
  2013 Mar- 4 to Mar- 8,3.57
  2013 Mar-11 to Mar-15,3.64
  2013 Mar-11 to Mar-15,3.71
  2013 Mar-11 to Mar-15,3.72
  2013 Mar-11 to Mar-15,3.74
  2013 Mar-11 to Mar-15,3.89
  2013 Mar-18 to Mar-22,3.98
  2013 Mar-18 to Mar-22,3.96
  2013 Mar-18 to Mar-22,3.97
  2013 Mar-18 to Mar-22,4.01
  2013 Mar-18 to Mar-22,4.01
  2013 Mar-25 to Mar-29,4.08
  2013 Mar-25 to Mar-29,3.99
  2013 Mar-25 to Mar-29,4.08
  2013 Mar-25 to Mar-29,4.03
  2013 Mar-25 to Mar-29,
  2013 Apr- 1 to Apr- 5,3.97
  2013 Apr- 1 to Apr- 5,4.07
  2013 Apr- 1 to Apr- 5,4.00
  2013 Apr- 1 to Apr- 5,3.94
  2013 Apr- 1 to Apr- 5,3.98
  2013 Apr- 8 to Apr-12,4.18
  2013 Apr- 8 to Apr-12,4.08
  2013 Apr- 8 to Apr-12,4.07
  2013 Apr- 8 to Apr-12,4.11
  2013 Apr- 8 to Apr-12,4.21
  2013 Apr-15 to Apr-19,4.23
  2013 Apr-15 to Apr-19,4.19
  2013 Apr-15 to Apr-19,4.24
  2013 Apr-15 to Apr-19,4.23
  2013 Apr-15 to Apr-19,4.38
  2013 Apr-22 to Apr-26,4.33
  2013 Apr-22 to Apr-26,4.27
  2013 Apr-22 to Apr-26,4.25
  2013 Apr-22 to Apr-26,4.19
  2013 Apr-22 to Apr-26,4.16
  2013 Apr-29 to May- 3,4.28
  2013 Apr-29 to May- 3,4.30
  2013 Apr-29 to May- 3,4.31
  2013 Apr-29 to May- 3,4.28
  2013 Apr-29 to May- 3,3.98
  2013 May- 6 to May-10,3.93
  2013 May- 6 to May-10,3.88
  2013 May- 6 to May-10,3.86
  2013 May- 6 to May-10,3.87
  2013 May- 6 to May-10,3.90
  2013 May-13 to May-17,3.87
  2013 May-13 to May-17,3.93
  2013 May-13 to May-17,4.03
  2013 May-13 to May-17,4.01
  2013 May-13 to May-17,3.89
  2013 May-20 to May-24,4.10
  2013 May-20 to May-24,4.13
  2013 May-20 to May-24,4.16
  2013 May-20 to May-24,4.15
  2013 May-20 to May-24,4.15
  2013 May-27 to May-31,
  2013 May-27 to May-31,4.19
  2013 May-27 to May-31,4.15
  2013 May-27 to May-31,4.12
  2013 May-27 to May-31,4.02
  2013 Jun- 3 to Jun- 7,4.00
  2013 Jun- 3 to Jun- 7,4.00
